sentences,empathy,fluency,humour
"But do please select the protocol you wish to review if, like me, you don't want to leave just yet!",0,0.17,1
"Wait, before we say our goodbyes, are there any specific protocols you want to go over?",0,0.26,0
"Sorry, I almost forgot! Would you like a reminder of any specific protocol(s) before we finish the session.",0.5,0.11,1
"Sorry, I almost forgot! Before we finish off, are there any protocols you'd like to review, or would you rather say adieu to me now?",0.5,0.2,1
"Ah hold on! Before we wrap up our conversation, would you like to review any protocols? It's okay; I understand if you want to get rid of me!",0.5,0.18,1
"Whoops, almost forgot to ask, but before we finish our chat, are there any specific exercises you want to check out once again?",0.5,0.15,0
"Actually, before we end off, are there any specific SELF-INITIATED HUMOUR PROTOCOLS that you want to review?",0,0.15,0
"Actually, before we end our chat, are there any specific laughter protocols you'd like to review?",0,0.12,0
Please choose the protocol you want to go over.,0,0.1,0
Go ahead and choose the protocol you want to review; you've got a full house to select from!,0,0.11,1
Choose the protocol you wish to review.,0,0.2,0
Please choose what protocol you want to review.,0,0.08,0
Select the protocol you feel like reviewing.,0,0.05,0
"To review a specific humour protocol, go ahead and choose one!",0,0.03,1
Pick whichever protocol you would like to go over - you're spoiled for choice!,0,0.07,1
Select the protocol that you would like to review.,0,0.25,0
Please pick any protocol you want to review.,0,0.07,0
Let me know which protocol you want to review.,0,0.11,0
"Could you please choose from below, the protocol you would like to review.",0.5,0.09,0
Feel free to choose the  protocol you wish to review.,0,0.03,0
Please choose whichever protocol you want to review.,0,0.04,0
Go ahead and choose any protocol you'd like to review. And don't worry about leaving any out - we can return later if you wish!,0,0.19,1
"Please choose the protocol you wish to review. With all these options, I would get very indecisive myself!*But don't worry about leaving any out - we can come back afterwards if you want to.",1,0.11,1
Which protocol would you like to discuss?,0,0.1,0
Please select which protocol you wish to review.,0,0.09,0
Please choose a protocol to review.,0,0.04,0
Sure. Let me know which protocol you'd like to have another look at.,0,0.19,0
Please choose any protocol from below that you'd like to review.,0,0.14,0
Select whichever protocol you wish to review; don't be shy!,0,0.06,1
Please select the protocol you wish to review.,0,0.16,0
Please select the protocol you would like to review.,0,0.22,0
Please pick the protocol you want to review.,0,0.11,0
Please choose the protocol you are keen to review.,0,0.04,0
Go ahead and select the protocol you wish to review. I don't bite!,0,0.11,1
Choose which protocol you'd like to review.,0,0.13,0
Please pick out which protocol you want to review.,0,0.07,0
"That concludes our session, {}!",0,0,0
"Then we have finished our session, already. Time flies!",0,0.03,1
"Great, so our session has come to an end then!",0,0.1,1
"That's all folks, we're now finished. I meant folk but folks sounds better!",1,0,1
We're done now!,0,0.05,1
"So, {}, our conversation has come to an end!",0,0.08,1
Then we've reached the end of our conversation.,0,0.37,0
Aaaand our session has come to a close! Sorry for being so dramatic!,0.5,0.12,1
"So this means our session has come to an end then, {}!",0,0.04,1
"We have finished then, {}!",0,0,1
"Okay then, {}, that ends our session!",0,0.02,1
"That means it's almost time to say goodbye, {}!",0,0.05,1
"I don't want to say it, but unfortunately, that means our session has come to an end!",0.5,0.28,1
"Then our session has come to an end, unfortunately!",0,0.14,1
"So it's almost time for our goodbyes, sadly. I better get my tissues ready!",0.5,0.14,1
"That means we're finished, {}!",0,0.01,1
"Then we've reached the end of our conversation, {}.",0,0.09,0
Then I guess we're done here already!,0,0.12,1
Then we have come to the end of our session already!,0,0.18,1
"In that case, {}, it looks like our chat has come to an end.",0,0.14,0
"In that case, it looks like our chat has come to an end.",0.5,0.35,0
"Then our session has come to an end, {}!",0,0.06,1
Then that's it for today!,0,0.73,1
Then our session is now complete.,0,0.12,0
"In that case, {}, our session has now come to an end.",0,0.13,0
"Then we've come to the end of the session, {}!",0,0.1,1
Then we have now finished our session!,0,0.05,1
"Then our session has come to its endpoint, unfortunately.",0,0.05,0
"Then that's it for today, sadly.",0,0.31,0
"Then we are finished, {}!",0,0.01,1
"So then, this is the end of our conversation!",0,0.25,1
"Then we have finished our session, believe it or not!",0,0.15,1
So this is the end of our conversation then!,0,0.17,1
"Thank you very much, {}! I really hope you enjoyed our conversation and I look forward to speaking with you again soon.",1,0.41,0
"Thanks a lot, {}. I hope this was useful and that you had fun in our conversation - we were discussing humour, after all! It would be great to speak again soon.",1,0.15,1
"Thanks, {}! I hope you had a great chat, let's catch up soon!",1,0.14,1
"Thanks, {}! Hope you enjoyed this as much as I did, would be great to do this anytime soon.",1,0.17,0
"It was very enjoyable taking to you, {}! We will speak again soon (if you wish - it's in your control, not mine!).",1,0.06,1
"Thanks a lot, {}! I hope you had a great time like I did and it would be nice to speak again soon.",1,0.24,0
"Thanks, {}, hope you enjoyed it and I look forward to talking with you again (only if you wish to, of course)!",1,0.22,1
"Thank you, {}! I do hope you really enjoyed our session - I know I did! It would be great to talk soon too!",1,0.13,1
"Thanks, {}! I hope you have enough to take away from our conversation. Come back again when you need! You know where to find me!",1,0.14,1
"Thank you, {}! Hopefully you found the conversation enjoyable and worthwhile. We should speak again soon.",1,0.08,0
"Thanks a lot, {}! I hope you enjoyed our talk and that we meet again soon.",1,0.2,0
"Thank you, {}! I hope you found our talk beneficial, and it would be nice to hear from you soon.",1,0.23,0
