statement,annotator1_score,annotator2_score,annotator3_score,humour_score
"This would mean trying to give a different, novel interpretation of this hardship. Could it be, for example, that you have experienced personal growth because of it? Or has it benefited you in some, perhaps indirect, way?*At the very least, the fact that you have lived through it probably means that you are stronger now (and you didn't need to do any press-ups to achieve this!).",1,1,0,1
"For this, you should develop a new interpretation of this hardship. Has it made you wiser (though, I'm sure you didn't need it) or brought any positives to your life? ",1,0,1,1
"It definitely meets the health and safety guidelines, in case you intend to try this at home! Do you?",1,0,1,1
"Ideally, you would want to work on this quite consistently, nurture it and grow it like a beautiful flower!*It would make your life better, and it would greatly enrich your work and relationships.",1,0,1,1
"You could try to think of a counterposition to one of your most strongly-held beliefs.*For example, if you think everyone is responsible for their own actions, try to play out in your head the argument that everyone is just a product of their own genetic markup and upbringing; no one really has any freedom and thus is not actually responsible for anything!",1,1,0,1
"You can pick one of your beliefs and explore its counterposition.*For example, if you believe that one should brush their teeth, try to explore the idea that one should not brush their teeth. I can finally think of a reason, but I don't want to spoil it for you!",1,0,1,1
"You could take one of your beliefs and exaggerate it to sound absurd and therefore funny.*For example, based on the fact that employees are happier and therefore more productive in clothes they feel comfortable in, you could claim that everyone should be allowed to turn up to work in their pyjamas!",1,1,0,1
"How about taking one of your beliefs and exaggerating it to the point of absurdity, so that it makes people laugh.*For example, when thinking about the phrase, ""It's raining cats and dogs"", try to visualise this in place of the rain. It would be absolute madness!",1,0,1,1
"Exaggerating our beliefs can allow for a sense of playfulness.*For example, say you strongly believe that chess is a sport, you can contemplate the idea of introducing it to the Olympics!",1,0,1,1
"You could exaggerate one of your beliefs so far that it becomes funny.*For example, it's better for the environment if we walk to work, but I'm working from another country today, so I guess that will be good exercise!",1,0,1,1
"You could choose something you believe and exaggerate it to sound ridiculous and funny.*For example, I believe that children should have a say at home, so they should even be able to ground their parents!",0,1,1,1
"You could investigate counterpositions to a belief that you strongly follow. Be it political, ideological, religious, etc. You're spoiled for choice!",1,0,1,1
"You could choose one of your beliefs and overexaggerate it to get some chuckles.*Maybe you could say, ""Since milk is a good source of Calcium, all taps should have a milk option.""",1,1,0,1
"Humour is actually quite absurd; you can take one minuscule feature of your day, add a little bit of hyperbole, crank it ""up to eleven"", and then you can rock your way to unprecedented success!",1,1,0,1
"Although we will explore some of these protocols today, performing them throughout your daily life will allow you to receive the main benefit. You should find that your laughter becomes more natural and frequent, and you'll feel happier overall.*Practice makes perfect. And I make comedians!*Okay, that may not be completely true; but we can take it in steps.",1,1,0,1
"How are you feeling? You can be honest here, as I will not judge you, unlike most humans.",1,0,1,1
"Now, if you can recognise the discussed triggers for laughter (i.e. daily routine-accomplishments, incongruities, faults, etc.) throughout your life, this would be most beneficial.*Remember, developing a sense of humour has no defined endpoint but is a journey. The most important thing is to enjoy it!*And I am always here if you need me - I have nowhere else to go! ",1,1,0,1
"Good. I hope it goes well for you. Feel free to try this and come back to tell me how it was.*I'll still be here - any time, any place!",1,1,0,1
Do practice this whenever you have some alone time. I know that can be hard for us popular kids.,0,1,1,1
"How about practising this again whenever it suits you? If at first you don’t (or even do) succeed, try, try again!",1,1,0,1
Is your body in a playful mode? Mine's currently in a chatty mode! Sorry in advance for my rambling!,1,0,1,1
Great. Don't worry; I won't tell you to share it as I know this can be very personal.*I wouldn't want to share mine - Not that I'm embarrassed in my taste in music…,1,1,0,1
"How about ""Jingle Bells""?*Or even make up your own if you think my recommendation is that bad! I wouldn't blame you if you did.",1,1,0,1
"Do you remember to acknowledge your small accomplishments, like daily routine tasks?*Just to clarify, I don't mean saying hi to the laundry basket once you've done the washing!",1,1,0,1
"How about congratulating yourself with a smile or laugh after completing something simple, such as doing the dishes.*Don't tell me you can't think of anything - even breathing counts. It's a big accomplishment for some of us!",0,1,1,1
"You can induce a change in perception by staring at the following image of the GESTALT VASE, where you should soon see two white faces and smile or laugh while repetitively switching between both interpretations of the image. *{}*It comes from GESTALT PSYCHOLOGY, which isn't named after Mr/Ms Gestalt as one might expect. In fact, Gestalt is a German word interpreted as ""pattern"".*Though, if you wanted to, you could change your name to Gestalt and confuse everyone!",1,1,1,1
"We consider DUCHENNE LAUGHTER to be the only indicator of true joy.*In the same way as we swim or run as a physical exercise rather than trying to get from A to B, we can also practice FEIGNING LAUGHTER (laughing without humour) to exercise our minds.*Although I must admit that my laughter ocassionally turns into quite an intensive physical exercise…",1,1,1,1
"Whenever you feel up to it, do practice laughing at this in your own time and any other minor errors in the future too.*And don't be embarrassed; I'm sure my errors are much greater. And by much greater, I mean much worse! ",0,1,1,1
"Reflecting on our setbacks is an important prerequisite to laughing them off. We are not in a race!*But there is a prize - personal growth and development in your sense of humour.*I bet I caught your attention when I mentioned the word, ""prize"".",0,1,1,1
"It looks like we can't find the underlying reason at the moment.*Don't worry, though; feeling down, temporarily, is very common and hopefully should pass. But, if the feeling is not diminishing after more than a week, it's probably worth checking up with your doctor.*Maybe you'll run into the root cause later. Better keep your helmet on!",0,1,1,1
Would you be able to try laughing this off?*Rather than laughing your head off!,0,1,1,1
"Do remember not to laugh with contempt towards yourself or others; this can cause one to feel down.*It sounds obvious, but these bad habits can result in low moods in the long term.*Like bingeing on sugar, which I know all too well…",0,1,1,1
"This exercise aligns with the PLAYFUL or EVOLUTIONARY THEORY of humour, where we are encouraged to be playful with our everyday errors.*I don't mean by playing games like hide-and-seek with them! ",0,1,1,1
